educational level,,
1,never been to school,2019-11-21 22:04
2,arabic educstion (mandrassa and dara),2019-11-21 22:04
3,primary,2019-11-21 22:04
4,secondary junior,2019-11-21 22:04
5,secondary senior,2019-11-21 22:04
6,vocational,2019-11-21 22:04
7,"""tertiary (university",2019-11-21 22:04
