goods and tools owned,,
1,power generator,2019-11-21 22:19
2,television,2019-11-21 22:19
3,bicycle,2019-11-21 22:19
4,motor bike,2019-11-21 22:19
5,car,2019-11-21 22:19
6,plough,2019-11-21 22:19
7,cart,2019-11-21 22:19
8,traditional farming tools,2019-11-21 22:19
9,tractor,2019-11-21 22:19
10,crop processing machine,2019-11-21 22:19
11,wood processing tools,2019-11-21 22:19
12,others,2019-11-21 22:19
