second source livelihood,,
1,livestock,2019-11-21 22:13
2,fishing,2019-11-21 22:13
3,commerce,2019-11-21 22:13
4,handi craft,2019-11-21 22:13
5,"crafts (masonry, carpentary, car mechanics)",2019-11-21 22:13
6,salary/wage,2019-11-21 22:13
7,remittances,2019-11-21 22:13
8,traditional healer,2019-11-21 22:13
9,forest-based enterprise,2019-11-21 22:13
10,others,2019-11-21 22:13
