first source livelihood,,
1,farming,2019-11-21 22:20
2,livestock,2019-11-21 22:20
3,fishing,2019-11-21 22:20
4,commerce,2019-11-21 22:20
5,handicraft,2019-11-21 22:20
6,"crafts (masonry, carpentary, car mechanics)",2019-11-21 22:20
7,salary/wage,2019-11-21 22:20
8,remittances,2019-11-21 22:20
9,traditional healer,2019-11-21 22:20
