marital status,,
1,never married,2019-11-21 22:16
2,married (monogamous),2019-11-21 22:16
3,married (polygamous),2019-11-21 22:16
4,divorced/seperated,2019-11-21 22:16
5,widowed,2019-11-21 22:16
